Generation;Population TF;Population PR;Fitness;Std;Avg;Min;Best Fitness;Std;Best Individual TF;Best Individual PR
29;[[24, 21], [21], [23, 24, 21], [9, 24, 21], [24]];[[[0,83, 0,77], [0,74, 0,43], [0,39, 0,46]], [[0,77], [0,43], [0,46]], [[0,54, 0,83, 0,77], [0,82, 0,74, 0,43], [0,05, 0,39, 0,46]], [[0,32, 0,83, 0,77], [0,13, 0,74, 0,43], [0,01, 0,39, 0,46]], [[0,83], [0,74], [0,39]]];[80,93497966 80,84775395 80,22616024 80,10145598 78,12248913];[0,64380903 1,31965857 0,68253664 1,20630688 2,01924519];80,04656779139259;78,12248912825223;80,93497965664915;0,643809029764476;[24 21];"[[0,83 0,77]  [0,74 0,43]  [0,39 0,46]]"
30;[[24, 21], [21], [21], [24, 21], [21]];[[[0,83, 0,77], [0,74, 0,43], [0,39, 0,46]], [[0,77], [0,43], [0,46]], [[0,77], [0,43], [0,46]], [[0,83, 0,77], [0,74, 0,43], [0,48, 0,46]], [[0,77], [0,43], [0,46]]];[79,30989119 81,10346502 79,7847362  80,78158552 81,06577905];[2,08122356 1,26384558 1,07478005 0,52312009 1,18370935];80,40909139729632;79,30989118767783;81,10346502368347;1,2638455845200847;[21];"[[0,77]  [0,43]  [0,46]]"
31;[[21], [21], [21], [38, 21], [24]];[[[0,77], [0,43], [0,46]], [[0,77], [0,89], [0,46]], [[0,77], [0,09], [0,46]], [[0,08, 0,77], [0,47, 0,43], [0,78, 0,46]], [[0,77], [0,43], [0,46]]];[80,6175053  80,55159304 80,66774913 81,12227616 77,83254715];[1,34752513 1,45891346 0,94606944 1,18395494 1,03703601];80,15833415735518;77,83254715237547;81,12227616090472;1,1839549399792486;[38 21];"[[0,08 0,77]  [0,47 0,43]  [0,78 0,46]]"
32;[[38, 21], [38, 21], [38, 21], [38, 3, 21], [38, 21]];[[[0,08, 0,77], [0,47, 0,43], [0,78, 0,46]], [[0,08, 0,77], [0,47, 0,04], [0,78, 0,46]], [[0,08, 0,77], [0,47, 0,43], [0,78, 0,71]], [[0,08, 0,07, 0,77], [0,47, 0,2, 0,43], [0,78, 0,92, 0,46]], [[0,35, 0,77], [0,47, 0,43], [0,78, 0,46]]];[80,10148465 80,95000811 79,39736837 80,90881831 80,64478974];[1,10713729 1,07964434 3,10909419 1,18726596 0,75407948];80,40049383599163;79,39736836948909;80,95000810906487;1,0796443439804124;[38 21];"[[0,08 0,77]  [0,47 0,04]  [0,78 0,46]]"
33;[[38, 21], [38, 21], [38, 21], [29, 38, 21], [38, 21]];[[[0,08, 0,77], [0,47, 0,04], [0,78, 0,46]], [[0,33, 0,77], [0,47, 0,04], [0,78, 0,46]], [[0,08, 0,77], [0,47, 0,04], [0,21, 0,46]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,04], [0,2, 0,78, 0,46]], [[0,08, 0,77], [0,47, 0,04], [0,78, 0,07]]];[80,09955395 80,02212244 80,26557699 80,76901503 79,38919483];[1,39137037 3,23401081 1,35655212 0,30718756 2,224365  ];80,10909264759623;79,38919482688401;80,76901502960429;0,3071875603786775;[29 38 21];"[[0,28 0,08 0,77]  [0,37 0,47 0,04]  [0,2  0,78 0,46]]"
34;[[29, 38, 21], [21, 29, 38, 21], [29, 38, 21], [29, 4, 21], [23, 29, 38, 21]];[[[0,28, 0,08, 0,77], [0,37, 0,47, 0,04], [0,2, 0,78, 0,46]], [[0,01, 0,28, 0,08, 0,77], [0,87, 0,37, 0,47, 0,04], [0,99, 0,2, 0,78, 0,46]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,86], [0,2, 0,78, 0,46]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,04], [0,2, 0,78, 0,46]], [[0,31, 0,28, 0,08, 0,77], [0,86, 0,37, 0,47, 0,04], [0,37, 0,2, 0,78, 0,46]]];[80,34446962 80,28110877 80,43599062 78,85939896 79,19489049];[1,04178726 1,10943272 0,93381802 3,58079142 1,11532226];79,82317169119501;78,85939896306427;80,43599061918962;0,9338180248540525;[29 38 21];"[[0,28 0,08 0,77]  [0,37 0,47 0,86]  [0,2  0,78 0,46]]"
35;[[29, 38, 21], [29, 38, 21], [29, 38, 21], [29, 38, 21], [37, 29, 38, 21]];[[[0,28, 0,08, 0,77], [0,37, 0,47, 0,86], [0,2, 0,78, 0,46]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,86], [0,2, 0,78, 0,4]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,86], [0,2, 0,78, 0,55]], [[0,28, 0,08, 0,77], [0,37, 0,47, 0,86], [0,2, 0,78, 0,26]], [[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]]];[80,24004347 78,82810167 79,93851556 79,8249499  80,26393509];[0,99024581 1,69778424 0,80778219 1,05134691 0,84784644];79,8191091384536;78,82810167395469;80,26393508950319;0,8478464409506651;[37 29 38 21];"[[0,1  0,28 0,08 0,77]  [0,08 0,37 0,47 0,86]  [0,02 0,2  0,78 0,46]]"
36;[[37, 29, 38, 21], [37, 29, 19, 21], [37, 29, 38], [37, 29, 38, 21], [37, 29, 34, 38, 21]];[[[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,28, 0,08], [0,08, 0,37, 0,47], [0,02, 0,2, 0,78]], [[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,06, 0,78, 0,46]], [[0,1, 0,28, 0,76, 0,08, 0,77], [0,08, 0,37, 0,13, 0,47, 0,86], [0,02, 0,2, 0,85, 0,78, 0,46]]];[81,20433781 78,91313193 78,06064128 80,28831308 79,40916048];[0,8266539  2,70385255 0,70153624 1,02517911 1,72382904];79,57511691506835;78,06064127521654;81,20433781165642;0,8266538988824514;[37 29 38 21];"[[0,1  0,28 0,08 0,77]  [0,08 0,37 0,47 0,86]  [0,02 0,2  0,78 0,46]]"
37;[[37, 29, 38, 21], [37, 29, 38, 21], [37, 29, 38, 21], [37, 29, 38, 21], [37, 30, 29, 38, 21]];[[[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,74, 0,46]], [[0,1, 0,28, 0,08, 0,75], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,28, 0,08, 0,77], [0,08, 0,37, 0,48, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,53, 0,28, 0,08, 0,77], [0,08, 0,84, 0,37, 0,47, 0,86], [0,02, 0,82, 0,2, 0,78, 0,46]]];[79,88958807 79,96955028 81,03889453 80,2844207  79,61432641];[1,56409491 1,54029921 0,85479035 1,37587417 0,6525538 ];80,15935599673153;79,61432641044844;81,03889453047918;0,8547903494134627;[37 29 38 21];"[[0,1  0,28 0,08 0,75]  [0,08 0,37 0,47 0,86]  [0,02 0,2  0,78 0,46]]"
38;[[37, 29, 38, 21], [37, 38, 21], [37, 38, 21], [37, 29, 38, 21], [37, 29, 38]];[[[0,1, 0,28, 0,08, 0,75], [0,08, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,28, 0,08, 0,75], [0,02, 0,37, 0,47, 0,86], [0,02, 0,2, 0,78, 0,46]], [[0,1, 0,28, 0,08], [0,08, 0,37, 0,47], [0,02, 0,2, 0,78]]];[79,69496755 80,09771217 80,25603485 77,82045567 77,52421333];[1,85675735 1,53872159 0,54910804 4,40476603 1,16705384];79,07867671652514;77,52421333116423;80,25603485453102;0,5491080449562638;[37 38 21];"[[0,1  0,08 0,75]  [0,08 0,47 0,86]  [0,02 0,78 0,46]]"
39;[[37, 38, 21], [37, 38, 21], [0, 38, 21], [10, 38, 21], [37, 38, 21]];[[[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,75], [1,0, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,11], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]]];[80,90913049 80,84260449 81,53796317 80,86237508 79,54536648];[0,6322707  1,11848237 0,95560571 0,75370829 1,38920152];80,73948794261064;79,54536647895165;81,53796317046806;0,9556057086894757;[ 0 38 21];"[[0,1  0,08 0,75]  [0,08 0,47 0,86]  [0,02 0,78 0,46]]"
40;[[0, 38, 21], [0, 38, 21], [0, 38, 13, 21], [0, 38, 21], [0, 21]];[[[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,78, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,21, 0,46]], [[0,1, 0,08, 0,54, 0,75], [0,08, 0,47, 0,84, 0,86], [0,02, 0,78, 0,76, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,96], [0,02, 0,78, 0,46]], [[0,1, 0,75], [0,08, 0,86], [0,02, 0,46]]];[79,07504969 80,85110581 79,31019139 80,72443955 80,76129945];[2,64774148 0,91167031 0,96597347 1,73257471 0,64129165];80,14441717704884;79,07504969051169;80,85110580732504;0,9116703095387448;[ 0 38 21];"[[0,1  0,08 0,75]  [0,08 0,47 0,86]  [0,02 0,21 0,46]]"
41;[[0, 38, 21], [0, 38, 21], [0, 38, 21], [7, 0, 38, 21], [0, 38, 21]];[[[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,02, 0,21, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,73], [0,02, 0,21, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,95, 0,1, 0,08, 0,75], [0,96, 0,08, 0,47, 0,86], [0,74, 0,02, 0,21, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,86], [0,61, 0,21, 0,46]]];[80,520265   80,4874923  81,05602078 79,45554917 80,8328882 ];[1,15615556 0,66723901 1,24003064 1,22666944 1,18033917];80,47044308921129;79,45554917161353;81,05602078223852;1,2400306377442942;[ 0 38 21];"[[0,1  0,08 0,75]  [0,08 0,47 0,37]  [0,02 0,21 0,46]]"
42;[[0, 38, 21], [33, 38, 21], [0, 38, 22], [0, 38, 21], [0, 21]];[[[0,1, 0,08, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,1, 0,08, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,1, 0,66, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,1, 0,75], [0,08, 0,37], [0,02, 0,46]]];[80,45751677 80,24114335 80,79425113 81,38099995 81,264981  ];[1,11608842 1,04267857 0,70236519 0,97747299 0,57574423];80,82777844130275;80,24114335369384;81,38099994817203;0,97747299229073;[ 0 38 21];"[[0,1  0,66 0,75]  [0,08 0,47 0,37]  [0,02 0,21 0,46]]"
43;[[0, 38, 21], [0, 38, 21], [38, 21], [0, 38, 21], [0, 38, 21]];[[[0,1, 0,66, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]], [[0,1, 0,66, 0,75], [0,08, 0,32, 0,37], [0,02, 0,21, 0,46]], [[0,66, 0,75], [0,47, 0,37], [0,21, 0,46]], [[0,1, 0,66, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,72]], [[0,1, 0,81, 0,75], [0,08, 0,47, 0,37], [0,02, 0,21, 0,46]]];[80,57680976 80,20192919 80,84922852 79,45773581 79,88331961];[0,30645871 1,28153481 1,38598818 1,54870481 0,56918069];80,19380457968148;79,45773581449116;80,84922852267293;1,3859881834841363;[38 21];"[[0,66 0,75]  [0,47 0,37]  [0,21 0,46]]"
44;[[38, 21], [38, 21], [38, 21], [38, 31], [38]];[[[0,66, 0,75], [0,47, 0,37], [0,21, 0,46]], [[0,66, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,66, 0,75], [0,47, 0,37], [0,32, 0,46]], [[0,66, 0,75], [0,47, 0,37], [0,21, 0,46]], [[0,66], [0,47], [0,21]]];[78,97874473 80,74808459 80,43882943 77,75421593 77,93427443];[3,92907531 0,89564521 1,03854009 0,54471963 0,75446645];79,17082981983002;77,75421592590597;80,74808458779981;0,8956452051899402;[38 21];"[[0,66 0,75]  [0,47 0,37]  [0,21 0,77]]"
45;[[38, 21], [38, 21], [38, 4], [38, 11], [38, 21]];[[[0,66, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,7, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,66, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,66, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,58, 0,75], [0,47, 0,37], [0,21, 0,77]]];[81,00421517 81,11807036 76,32428629 78,40593771 80,6075626 ];[1,05411117 1,60034898 3,84607262 1,8581936  0,77480931];79,4920144270123;76,3242862946709;81,11807035819035;1,6003489828782187;[38 21];"[[0,7  0,75]  [0,47 0,37]  [0,21 0,77]]"
46;[[38, 21], [38, 21], [38, 21], [35, 38, 21], [38, 21]];[[[0,7, 0,75], [0,47, 0,37], [0,21, 0,77]], [[0,7, 0,75], [0,47, 0,37], [0,08, 0,77]], [[0,7, 0,75], [0,12, 0,37], [0,21, 0,77]], [[0,35, 0,7, 0,75], [0,82, 0,47, 0,37], [0,58, 0,21, 0,77]], [[0,7, 0,75], [0,47, 0,8], [0,21, 0,77]]];[79,92439583 80,27599847 80,46556363 79,14905898 80,31452065];[1,4117726  2,06821988 0,59190058 0,74553013 1,10542227];80,02590751086574;79,1490589756707;80,46556363136169;0,5919005848044001;[38 21];"[[0,7  0,75]  [0,12 0,37]  [0,21 0,77]]"
47;[[38, 21], [38, 21], [38], [38, 21], [21]];[[[0,7, 0,75], [0,12, 0,37], [0,21, 0,77]], [[0,7, 0,25], [0,12, 0,37], [0,21, 0,77]], [[0,7], [0,12], [0,21]], [[0,7, 0,75], [0,12, 0,37], [0,21, 0,81]], [[0,75], [0,37], [0,77]]];[78,65900153 79,56164073 77,37199405 79,85946178 81,43605604];[2,2953632  1,92546069 1,65291401 1,79396854 0,32076843];79,37763082742516;77,37199405231773;81,43605604491859;0,3207684325951531;[21];"[[0,75]  [0,37]  [0,77]]"
48;[[21], [21], [20, 21], [21], [21]];[[[0,75], [0,37], [0,77]], [[0,75], [0,48], [0,77]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,77]], [[0,75], [0,37], [0,91]], [[0,75], [0,86], [0,77]]];[80,88587925 79,35005441 81,15361633 78,65955977 79,45901551];[1,49917235 1,77652768 0,88497162 2,76470106 4,1528624 ];79,90162505513551;78,659559773416;81,15361633375512;0,8849716194311473;[20 21];"[[0,92 0,75]  [0,23 0,37]  [0,91 0,77]]"
49;[[20, 21], [20, 21], [38, 20, 21], [33, 21], [20, 21]];[[[0,92, 0,75], [0,23, 0,37], [0,91, 0,77]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,42, 0,92, 0,75], [0,5, 0,23, 0,37], [0,48, 0,91, 0,77]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,77]], [[0,87, 0,75], [0,23, 0,37], [0,91, 0,77]]];[79,79267566 81,42041273 80,23420867 79,69066282 80,9546715 ];[1,86422542 0,6085979  0,89273321 2,31615429 0,67404023];80,41852627569126;79,6906628212216;81,42041273063492;0,6085979047886209;[20 21];"[[0,92 0,75]  [0,23 0,37]  [0,91 0,95]]"
50;[[20, 21], [36, 21], [20, 9, 21], [13, 21], [20, 31, 21]];[[[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,06, 0,75], [0,23, 0,84, 0,37], [0,91, 0,42, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,87, 0,75], [0,23, 0,7, 0,37], [0,91, 0,5, 0,95]]];[81,17589771 78,89695311 80,41981851 79,19104796 78,04356274];[0,53361922 1,42943934 0,71822949 2,01676436 1,14286838];79,5454560052544;78,04356273765862;81,17589771073935;0,5336192193890642;[20 21];"[[0,92 0,75]  [0,23 0,37]  [0,91 0,95]]"
51;[[20, 21], [20, 21], [20, 38, 21], [20, 21], [37, 21]];[[[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,04, 0,37], [0,91, 0,95]], [[0,92, 0,67, 0,75], [0,23, 0,12, 0,37], [0,91, 0,03, 0,95]], [[0,92, 0,75], [0,23, 0,42], [0,91, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]]];[80,21759563 78,71204341 80,15910475 80,66942333 80,87875974];[1,71381968 3,41817288 1,53393595 1,36276814 1,09369601];80,12738537318079;78,71204341220562;80,8787597354691;1,093696005153826;[37 21];"[[0,92 0,75]  [0,23 0,37]  [0,91 0,95]]"
52;[[37, 21], [37, 21], [4, 21], [37, 21], [37, 21]];[[[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,15, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,09], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,3]]];[81,09802901 79,22380533 79,72567897 80,68158841 79,23867165];[0,72254843 2,11450031 2,53785535 0,71134027 1,61246428];79,99355467263918;79,22380533317013;81,098029006897;0,7225484287308782;[37 21];"[[0,92 0,75]  [0,23 0,37]  [0,91 0,95]]"
53;[[37, 21], [9, 21], [37, 21], [21], [37, 21]];[[[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,23, 0,37], [0,91, 0,95]], [[0,92, 0,75], [0,69, 0,37], [0,91, 0,95]], [[0,75], [0,37], [0,95]], [[0,92, 0,9], [0,23, 0,37], [0,91, 0,95]]];[80,53513694 79,9042699  80,68106873 80,94301946 80,66537248];[0,90528724 0,8316153  2,20349502 0,71787672 1,09858047];80,54577350432169;79,9042699047779;80,94301946064567;0,717876715798759;[21];"[[0,75]  [0,37]  [0,95]]"
54;[[21], [18, 21], [21], [21], [21]];[[[0,75], [0,37], [0,95]], [[0,63, 0,75], [0,32, 0,37], [0,91, 0,95]], [[0,75], [0,03], [0,95]], [[0,75], [0,37], [0,29]], [[0,16], [0,37], [0,95]]];[80,44060239 81,67296132 79,36244857 80,74061922 80,80384044];[1,17840957 0,80627187 1,98606843 0,95268159 1,10892626];80,60409438927509;79,36244857270098;81,67296132062347;0,8062718657126196;[18 21];"[[0,63 0,75]  [0,32 0,37]  [0,91 0,95]]"
55;[[18, 21], [18], [21], [38, 18, 21], [18, 21]];[[[0,63, 0,75], [0,32, 0,37], [0,91, 0,95]], [[0,63], [0,32], [0,91]], [[0,75], [0,37], [0,95]], [[0,09, 0,63, 0,75], [0,57, 0,32, 0,37], [0,34, 0,91, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,91, 0,95]]];[80,69369163 79,53020968 81,03735914 79,61020423 81,203643  ];[1,63832331 2,67890084 0,48739364 2,28719142 1,16696745];80,41502153667528;79,53020968408377;81,20364299627998;1,1669674452003174;[18 21];"[[0,63 0,75]  [0,6  0,37]  [0,91 0,95]]"
56;[[18, 21], [12, 21], [18, 21], [0, 21], [21]];[[[0,63, 0,75], [0,6, 0,37], [0,91, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,91, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,91, 0,95]], [[0,75], [0,37], [0,95]]];[79,68365632 78,8728737  81,00154021 79,44375857 80,94337353];[2,11324921 1,35510892 1,24214256 2,99088358 0,95937548];79,98904046831562;78,87287370121868;81,00154021424777;1,2421425639876713;[18 21];"[[0,63 0,75]  [0,6  0,37]  [0,84 0,95]]"
57;[[18, 21], [32, 21], [18, 21], [18, 17, 21], [18, 21]];[[[0,63, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,75, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,63, 0,51, 0,75], [0,6, 0,77, 0,37], [0,84, 0,09, 0,95]], [[0,63, 0,75], [0,6, 0,37], [0,93, 0,95]]];[80,31429139 80,22824815 80,35485181 79,95072192 79,38876711];[1,12986932 0,99797531 1,46787869 0,77707453 2,54394439];80,04737607816648;79,38876711110365;80,35485181377193;1,4678786871625729;[18 21];"[[0,75 0,75]  [0,6  0,37]  [0,84 0,95]]"
58;[[18, 21], [18, 21], [18], [18, 21], [18, 21]];[[[0,75, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,75, 0,75], [0,71, 0,37], [0,84, 0,95]], [[0,75], [0,6], [0,84]], [[0,75, 0,75], [0,08, 0,37], [0,84, 0,95]], [[0,75, 0,75], [0,6, 0,35], [0,84, 0,95]]];[81,19395342 80,78272085 79,58230627 81,04974911 80,72840638];[0,99001547 1,383308   1,21980954 0,41721352 1,77743534];80,66742720576529;79,58230627313715;81,19395342262482;0,9900154737398889;[18 21];"[[0,75 0,75]  [0,6  0,37]  [0,84 0,95]]"
59;[[18, 21], [18, 21], [18, 21], [18, 21], [19, 18, 21]];[[[0,75, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,75, 0,75], [0,6, 0,37], [0,84, 0,36]], [[0,72, 0,75], [0,6, 0,37], [0,84, 0,95]], [[0,75, 0,75], [0,6, 0,1], [0,84, 0,95]], [[0,32, 0,75, 0,75], [0,14, 0,6, 0,37], [0,37, 0,84, 0,95]]];[81,17379716 79,26177857 80,6597532  81,3453661  79,82700487];[0,80939564 1,5944254  0,93985454 0,67097642 1,56123495];80,45353997689922;79,26177856633275;81,34536609522105;0,6709764194930683;[18 21];"[[0,75 0,75]  [0,6  0,1 ]  [0,84 0,95]]"
60;[[18, 21], [34, 18, 21], [18, 21], [18, 26, 21], [18, 21]];[[[0,75, 0,75], [0,6, 0,1], [0,84, 0,95]], [[0,5, 0,75, 0,75], [0,3, 0,6, 0,1], [0,99, 0,84, 0,95]], [[0,75, 0,93], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,65, 0,75], [0,6, 0,51, 0,1], [0,84, 0,86, 0,95]], [[0,75, 0,85], [0,6, 0,1], [0,84, 0,95]]];[81,05558298 79,17307606 81,23242524 80,29419216 80,58418668];[0,96177161 2,50724287 1,23076541 1,10489582 1,32564738];80,46789262241795;79,17307605592357;81,23242523888823;1,2307654064369755;[18 21];"[[0,75 0,93]  [0,6  0,1 ]  [0,84 0,95]]"
61;[[18, 21], [18, 21], [18, 21], [18, 21], [17, 21]];[[[0,75, 0,93], [0,6, 0,1], [0,84, 0,95]], [[0,42, 0,93], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,93], [0,6, 0,1], [0,36, 0,95]], [[0,75, 0,86], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,93], [0,6, 0,1], [0,84, 0,95]]];[81,22373449 79,83500777 80,61284236 81,02872889 80,41182814];[0,90534493 2,71655612 1,10822294 1,38491146 1,22638772];80,62242832908846;79,83500777040481;81,22373448811175;0,9053449335467195;[18 21];"[[0,75 0,93]  [0,6  0,1 ]  [0,84 0,95]]"
62;[[18, 21], [18, 21], [18, 21], [13, 18, 21], [18, 21]];[[[0,75, 0,93], [0,6, 0,1], [0,84, 0,95]], [[0,42, 0,93], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,07], [0,6, 0,1], [0,84, 0,95]], [[0,48, 0,75, 0,93], [0,35, 0,6, 0,1], [0,87, 0,84, 0,95]], [[0,75, 0,93], [0,6, 0,1], [0,38, 0,95]]];[78,98025199 80,11234666 80,34524836 79,84570385 78,14035479];[0,90675063 1,6622005  1,38568576 1,05329211 3,13789271];79,48478112934797;78,14035478744248;80,34524836231382;1,3856857590945537;[18 21];"[[0,75 0,07]  [0,6  0,1 ]  [0,84 0,95]]"
63;[[18, 21], [18, 21], [18, 21], [18, 21], [18, 21]];[[[0,75, 0,07], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,07], [0,6, 0,43], [0,84, 0,95]], [[0,75, 0,07], [0,6, 0,1], [0,84, 0,25]], [[0,75, 0,91], [0,6, 0,1], [0,84, 0,95]], [[0,75, 0,07], [0,6, 0,45], [0,84, 0,95]]];[80,04494229 80,58163428 81,42819905 80,28429286 80,04035565];[2,5635115  1,20860852 0,70172887 1,34054181 1,29407977];80,47588482612844;80,04035564896142;81,42819905161325;0,7017288668884001;[18 21];"[[0,75 0,07]  [0,6  0,1 ]  [0,84 0,25]]"
