Generation;Population TF;Population PR;Fitness;Std;Avg;Min;Best Fitness;Std;Best Individual TF;Best Individual PR
64;[[18, 21], [26, 18, 21], [18, 21], [4, 21], [18, 21]];[[[0,75, 0,07], [0,6, 0,1], [0,84, 0,25]], [[0,09, 0,75, 0,07], [0,93, 0,6, 0,1], [0,16, 0,84, 0,25]], [[0,39, 0,07], [0,6, 0,1], [0,84, 0,25]], [[0,75, 0,07], [0,6, 0,1], [0,84, 0,25]], [[0,75, 0,07], [0,6, 0,1], [0,96, 0,25]]];[79,88180122 79,33813491 81,04453901 79,92860581 78,76427622];[1,12016334 1,22710177 1,34909191 1,36802924 3,10415047];79,79147143231725;78,76427621628798;81,04453900667737;1,3490919092231954;[18 21];"[[0,39 0,07]  [0,6  0,1 ]  [0,84 0,25]]"
65;[[18, 21], [18, 21], [18, 21], [18, 21], [18, 21]];[[[0,39, 0,07], [0,6, 0,1], [0,84, 0,25]], [[0,39, 0,12], [0,6, 0,1], [0,84, 0,25]], [[0,39, 0,07], [0,6, 0,1], [0,84, 0,14]], [[0,39, 0,07], [0,6, 0,1], [0,84, 0,68]], [[0,39, 0,66], [0,6, 0,1], [0,84, 0,25]]];[79,96524842 81,05559873 80,10338009 79,64168608 79,64861588];[1,24915124 0,65734878 1,09345196 2,14088866 1,96047742];80,0829058421904;79,64168607826355;81,0555987329562;0,6573487756020253;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,84 0,25]]"
66;[[18, 21], [21], [18, 21], [18, 21], [18, 21]];[[[0,39, 0,12], [0,6, 0,1], [0,84, 0,25]], [[0,12], [0,1], [0,25]], [[0,39, 0,12], [0,6, 0,62], [0,84, 0,25]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,25]], [[0,39, 0,12], [0,32, 0,1], [0,84, 0,25]]];[80,05615566 80,47612356 78,90720999 80,63209726 80,46926595];[1,50444125 0,90156085 3,08740351 2,0576195  0,41759372];80,10817048547722;78,90720999283933;80,63209725817657;2,057619495541533;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,25]]"
67;[[18, 21], [18, 3], [18, 21], [27, 18, 21], [21]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,25]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,25]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,37]], [[0,79, 0,39, 0,12], [0,52, 0,6, 0,1], [0,75, 0,98, 0,25]], [[0,12], [0,1], [0,25]]];[81,21340331 79,95045744 81,15110892 80,14408832 78,58990298];[0,72016463 1,3068633  1,04496608 1,65200296 2,90836232];80,20979219521;78,58990298311161;81,21340331197035;0,720164628842727;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,25]]"
68;[[18, 21], [1, 18, 21], [18], [18, 21], [18]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,25]], [[0,59, 0,39, 0,12], [0,32, 0,6, 0,1], [0,97, 0,98, 0,25]], [[0,39], [0,6], [0,98]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39], [0,6], [0,98]]];[80,16360749 80,48989362 79,8637014  81,08345587 79,97449125];[1,52504068 0,79277837 1,29609186 0,96092751 1,08237882];80,31502992698718;79,86370140342733;81,08345587102357;0,9609275094597337;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
69;[[18, 21], [18, 21], [18, 21], [18, 21], [18, 32]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,97]], [[0,12, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,26, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]]];[81,35582489 79,46433969 80,77500316 80,84505363 79,97753824];[0,85763704 1,77965661 0,67607748 0,6980222  0,90254171];80,48355192313137;79,46433969395183;81,35582488724168;0,8576370409691548;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
70;[[18, 21], [10, 21], [18, 21], [21], [20, 21]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,23], [0,98, 0,34]], [[0,12], [0,1], [0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]]];[80,27909859 80,01096746 79,96864582 79,85289517 79,99736424];[2,12577244 0,82863448 0,86638878 0,83851691 1,42453096];80,02179425377655;79,85289517146848;80,27909858744445;2,1257724396622226;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
71;[[18, 21], [18, 21], [18, 21], [33, 21], [8, 21]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,05], [0,98, 0,34]], [[0,63, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]]];[80,15596057 79,98550477 80,04910272 79,84391578 79,18809694];[1,2351265  1,18020357 1,60017024 1,50035037 1,07313314];79,84451615541423;79,1880969395362;80,15596056824792;1,2351265030894902;[18 21];"[[0,39 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
72;[[18, 21], [18, 21], [18], [18, 11], [21]];[[[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,07, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,39], [0,6], [0,98]], [[0,39, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,12], [0,1], [0,34]]];[80,05008104 80,47684339 79,06322814 79,2161248  79,90999497];[1,52070498 1,07924724 3,17372489 1,95217104 1,20769277];79,74325446497944;79,0632281354387;80,4768433860059;1,0792472445755226;[18 21];"[[0,07 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
73;[[18, 21], [18, 21], [0, 18, 21], [18, 21], [18, 21]];[[[0,07, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,07, 0,12], [0,4, 0,1], [0,98, 0,34]], [[0,66, 0,07, 0,12], [0,31, 0,6, 0,1], [0,28, 0,98, 0,34]], [[0,87, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,07, 0,8], [0,6, 0,1], [0,98, 0,34]]];[79,22409018 80,3430414  79,86557901 80,89721753 79,67674103];[1,42051475 1,23599855 1,79968588 1,47503069 1,24407732];80,00133382961468;79,22409018023914;80,89721752952971;1,4750306866523082;[18 21];"[[0,87 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
74;[[18, 21], [21], [18, 21], [18, 21], [18, 21]];[[[0,87, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,12], [0,1], [0,34]], [[0,87, 0,12], [0,6, 0,1], [0,91, 0,34]], [[0,87, 0,12], [0,44, 0,1], [0,98, 0,34]], [[0,87, 0,12], [0,34, 0,1], [0,98, 0,34]]];[80,87506237 79,88455486 79,90205001 80,84228722 79,23199977];[0,97154169 0,67052822 1,32844802 0,99084951 1,52361676];80,14719084901124;79,23199977298358;80,8750623706421;0,9715416945302621;[18 21];"[[0,87 0,12]  [0,6  0,1 ]  [0,98 0,34]]"
75;[[18, 21], [18, 21], [18, 21], [18], [18, 38, 21]];[[[0,87, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,87, 0,99], [0,6, 0,1], [0,98, 0,34]], [[0,94, 0,12], [0,6, 0,1], [0,98, 0,34]], [[0,87], [0,6], [0,98]], [[0,87, 0,7, 0,12], [0,6, 0,34, 0,1], [0,98, 0,21, 0,34]]];[79,7247453  80,46164336 80,46823932 79,06358383 80,64930789];[1,06873481 1,47903856 1,34550231 1,74104    0,88960605];80,07350393825647;79,0635838346249;80,64930788565337;0,8896060471787025;[18 38 21];"[[0,87 0,7  0,12]  [0,6  0,34 0,1 ]  [0,98 0,21 0,34]]"
76;[[18, 38, 21], [18, 38, 21], [18, 3, 38, 21], [29, 18, 38, 21], [18, 16, 21]];[[[0,87, 0,7, 0,12], [0,6, 0,34, 0,1], [0,98, 0,21, 0,34]], [[0,87, 0,7, 0,12], [0,6, 0,34, 0,67], [0,98, 0,21, 0,34]], [[0,87, 0,04, 0,7, 0,12], [0,6, 0,99, 0,34, 0,1], [0,98, 0,26, 0,21, 0,34]], [[0,92, 0,87, 0,7, 0,12], [0,66, 0,6, 0,34, 0,1], [0,52, 0,98, 0,21, 0,34]], [[0,87, 0,7, 0,12], [0,6, 0,34, 0,1], [0,98, 0,21, 0,34]]];[78,79322668 79,96662153 80,09620334 78,59442639 79,54504777];[1,75723669 1,15484031 2,33040634 1,7395174  1,28650679];79,39910514312942;78,59442638947476;80,0962033413821;2,3304063421674295;[18  3 38 21];"[[0,87 0,04 0,7  0,12]  [0,6  0,99 0,34 0,1 ]  [0,98 0,26 0,21 0,34]]"
77;[[18, 3, 38, 21], [18, 3, 21], [18, 3, 38, 18, 21], [18, 3, 21], [18, 3, 38, 21]];[[[0,87, 0,04, 0,7, 0,12], [0,6, 0,99, 0,34, 0,1], [0,98, 0,26, 0,21, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]], [[0,87, 0,04, 0,7, 0,72, 0,12], [0,6, 0,99, 0,34, 0,54, 0,1], [0,98, 0,26, 0,21, 0,74, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]], [[0,87, 0,04, 0,7, 0,12], [0,6, 0,99, 0,34, 0,87], [0,98, 0,26, 0,21, 0,34]]];[80,09185361 80,66406809 80,74069983 80,71762343 78,30621295];[0,42794861 1,20124579 0,89924271 1,01886383 3,56817881];80,1040915807122;78,30621294669828;80,74069982852599;0,8992427052488667;[18  3 38 18 21];"[[0,87 0,04 0,7  0,72 0,12]  [0,6  0,99 0,34 0,54 0,1 ]  [0,98 0,26 0,21 0,74 0,34]]"
78;[[18, 3, 38, 18, 21], [18, 3, 38, 18, 16], [18, 3, 20, 18, 21], [18, 3, 18, 21], [18, 3, 38, 18]];[[[0,87, 0,04, 0,7, 0,72, 0,12], [0,6, 0,99, 0,34, 0,54, 0,1], [0,98, 0,26, 0,21, 0,74, 0,34]], [[0,87, 0,04, 0,7, 0,72, 0,12], [0,6, 0,99, 0,34, 0,54, 0,1], [0,98, 0,26, 0,21, 0,74, 0,34]], [[0,87, 0,04, 0,7, 0,72, 0,12], [0,6, 0,99, 0,34, 0,54, 0,1], [0,98, 0,26, 0,21, 0,74, 0,34]], [[0,87, 0,04, 0,72, 0,12], [0,6, 0,99, 0,54, 0,1], [0,98, 0,26, 0,74, 0,34]], [[0,87, 0,04, 0,7, 0,72], [0,6, 0,99, 0,34, 0,54], [0,98, 0,26, 0,21, 0,74]]];[79,8792802  79,7702487  79,78899701 80,17177882 79,63634815];[1,08726951 1,08672514 1,83266289 0,81302461 0,49129573];79,84933057530264;79,63634814883575;80,17177881954774;0,813024608254467;[18  3 18 21];"[[0,87 0,04 0,72 0,12]  [0,6  0,99 0,54 0,1 ]  [0,98 0,26 0,74 0,34]]"
79;[[18, 3, 18, 21], [18, 3, 21], [18, 3, 18, 21], [18, 3, 18], [18, 3, 21]];[[[0,87, 0,04, 0,72, 0,12], [0,6, 0,99, 0,54, 0,1], [0,98, 0,26, 0,74, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]], [[0,87, 0,04, 0,72, 0,57], [0,6, 0,99, 0,54, 0,1], [0,98, 0,26, 0,74, 0,34]], [[0,87, 0,04, 0,72], [0,6, 0,99, 0,54], [0,98, 0,26, 0,74]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]]];[80,2258971  80,66359612 79,78720289 80,13439104 80,47626536];[2,54216464 1,45734614 1,79854281 0,80546061 0,60580363];80,25747050156895;79,7872028933338;80,66359612354731;1,4573461423767566;[18  3 21];"[[0,87 0,04 0,12]  [0,6  0,99 0,1 ]  [0,98 0,26 0,34]]"
80;[[18, 3, 21], [18, 3], [18, 34, 21], [18, 8, 3, 21], [16, 3, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]], [[0,87, 0,04], [0,6, 0,99], [0,98, 0,26]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]], [[0,87, 0,04, 0,04, 0,12], [0,6, 0,46, 0,99, 0,1], [0,98, 0,96, 0,26, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,99, 0,1], [0,98, 0,26, 0,34]]];[79,97177936 79,74679451 79,97631225 80,71635269 79,16355814];[1,28483631 0,95446648 1,40723488 0,71064312 0,79618401];79,91495938963003;79,16355813813665;80,71635269104988;0,710643121667493;[18  8  3 21];"[[0,87 0,04 0,04 0,12]  [0,6  0,46 0,99 0,1 ]  [0,98 0,96 0,26 0,34]]"
81;[[18, 8, 3, 21], [18, 8, 3, 21], [18, 8, 21], [18, 8, 21], [18, 8, 15, 21]];[[[0,87, 0,04, 0,04, 0,12], [0,6, 0,46, 0,99, 0,1], [0,98, 0,96, 0,26, 0,34]], [[0,87, 0,04, 0,04, 0,12], [0,6, 0,46, 0,99, 0,1], [0,18, 0,96, 0,26, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,04, 0,12], [0,6, 0,46, 0,99, 0,1], [0,98, 0,96, 0,26, 0,34]]];[80,40197017 80,21083119 80,07996436 80,86203524 79,86824643];[1,07793529 1,86668151 0,75105619 1,35645516 1,19979552];80,28460947590398;79,86824642654715;80,86203523539224;1,3564551575662716;[18  8 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,98 0,96 0,34]]"
82;[[18, 8, 21], [8, 21], [8, 21], [18, 8, 16], [18, 8, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,04, 0,12], [0,46, 0,1], [0,96, 0,34]], [[0,04, 0,12], [0,46, 0,1], [0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,45, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]]];[80,76640866 80,43979891 79,89761636 79,19175434 79,81607049];[1,05696413 0,78068052 1,11569909 1,39628888 0,86720697];80,02232975130909;79,19175433836114;80,76640865558112;1,0569641298087267;[18  8 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,98 0,96 0,34]]"
83;[[18, 8, 21], [18, 8, 21], [18, 37, 21], [18, 8], [18, 8, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,94, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04], [0,6, 0,46], [0,98, 0,96]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,34, 0,34]]];[80,33326689 80,14136614 80,96279424 79,8064583  79,20455533];[1,96958725 1,23080846 0,53724781 1,49085884 2,14480805];80,08968818049279;79,2045553266219;80,96279424038796;0,5372478145563295;[18 37 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,98 0,96 0,34]]"
84;[[18, 37, 21], [18, 37, 21], [18, 37, 15], [37, 21], [18, 37, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,2, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,04, 0,12], [0,46, 0,1], [0,96, 0,34]], [[0,87, 0,04, 0,12], [0,56, 0,46, 0,1], [0,98, 0,96, 0,34]]];[80,72986763 79,56978222 80,02648788 79,59953103 79,32666601];[1,25247853 2,40249861 1,38803044 2,21582234 3,49357423];79,85046695490021;79,32666600958997;80,72986762748592;1,252478534172317;[18 37 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,98 0,96 0,34]]"
85;[[18, 37, 21], [18, 8, 21], [18, 37, 21], [37, 21], [18, 37, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,43, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,04, 0,12], [0,46, 0,1], [0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,22], [0,98, 0,96, 0,34]]];[80,47761579 80,04668452 79,87823435 78,36130031 79,89330696];[1,30399149 1,48371178 1,09946547 2,44200932 0,85937996];79,73142838463497;78,3613003126519;80,47761579278824;1,3039914879813828;[18 37 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,98 0,96 0,34]]"
86;[[18, 37, 21], [7, 37, 21], [18, 37, 21], [37, 21], [18, 37, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,98, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,7], [0,98, 0,96, 0,34]], [[0,04, 0,12], [0,46, 0,1], [0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]]];[80,734522   79,90174664 78,97434477 79,48450028 80,77478502];[0,72796027 0,49114219 1,24198448 0,85268766 1,06312102];79,97397974164349;78,97434476604086;80,77478502234045;1,0631210195346201;[18 37 21];"[[0,87 0,04 0,12]  [0,6  0,46 0,1 ]  [0,67 0,96 0,34]]"
87;[[18, 37, 21], [18, 37, 21], [18, 37, 21], [18, 37, 21], [18, 37, 21]];[[[0,87, 0,04, 0,12], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]], [[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]], [[0,12, 0,04, 0,12], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]], [[0,87, 0,04, 0,12], [0,6, 0,46, 0,59], [0,67, 0,96, 0,34]], [[0,68, 0,04, 0,12], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]]];[78,81420786 81,0556106  80,04552421 80,96238236 79,70120748];[2,64590603 0,92595067 0,95508847 1,6909195  1,73349023];80,11578650274754;78,81420785773652;81,05561059626805;0,9259506671287742;[18 37 21];"[[0,87 0,04 0,39]  [0,6  0,46 0,1 ]  [0,67 0,96 0,34]]"
88;[[18, 37, 21], [18, 37, 21], [18, 37, 21], [18, 37, 21], [18, 37, 21]];[[[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,67, 0,96, 0,34]], [[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,48, 0,96, 0,34]], [[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,67, 0,84, 0,34]], [[0,87, 0,04, 0,39], [0,0, 0,46, 0,1], [0,67, 0,96, 0,34]], [[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,67, 0,07, 0,34]]];[80,66372882 81,69994597 80,67274521 81,08469373 80,65997731];[1,30611202 0,85762499 0,71946945 0,9678986  1,87654561];80,95621820764775;80,65997731286025;81,69994597209474;0,8576249949338955;[18 37 21];"[[0,87 0,04 0,39]  [0,6  0,46 0,1 ]  [0,48 0,96 0,34]]"
89;[[18, 37, 21], [18, 21], [18, 37, 21], [18, 37, 21], [37, 21]];[[[0,87, 0,04, 0,39], [0,6, 0,46, 0,1], [0,48, 0,96, 0,34]], [[0,87, 0,39], [0,6, 0,1], [0,48, 0,34]], [[0,87, 0,04, 0,39], [0,48, 0,46, 0,1], [0,48, 0,96, 0,34]], [[0,87, 0,04, 0,77], [0,6, 0,46, 0,1], [0,48, 0,96, 0,34]], [[0,04, 0,39], [0,46, 0,1], [0,96, 0,34]]];[81,1044967  79,41148432 80,68295066 81,27731037 81,29377745];[0,82250558 1,87695859 1,295822   0,52125504 0,92244945];80,75400390096891;79,41148431862447;81,2937774536664;0,9224494543433391;[37 21];"[[0,04 0,39]  [0,46 0,1 ]  [0,96 0,34]]"
90;[[37, 21], [37, 21], [2, 37, 21], [37, 21], [37, 31, 21]];[[[0,04, 0,39], [0,46, 0,1], [0,96, 0,34]], [[0,04, 0,82], [0,46, 0,1], [0,96, 0,34]], [[0,62, 0,04, 0,39], [0,27, 0,46, 0,1], [0,65, 0,96, 0,34]], [[0,04, 0,39], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,9, 0,39], [0,46, 0,95, 0,1], [0,96, 0,42, 0,34]]];[79,99172103 79,04000965 79,63480603 80,31773322 78,13162253];[1,88807466 2,25413159 1,49880874 1,52640875 1,65859609];79,42317849394973;78,13162252824945;80,31773322395782;1,526408754591085;[37 21];"[[0,04 0,39]  [0,46 0,1 ]  [0,79 0,34]]"
91;[[37, 21], [21], [37, 21], [37, 21], [37, 21]];[[[0,04, 0,39], [0,46, 0,1], [0,79, 0,34]], [[0,39], [0,1], [0,34]], [[0,04, 0,39], [0,28, 0,1], [0,79, 0,34]], [[0,04, 0,39], [0,46, 0,1], [0,79, 0,58]], [[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]]];[80,67677542 79,9281481  79,87904271 79,58166984 80,78172286];[1,16203755 1,38400295 1,75962235 1,83367042 0,98814042];80,1694717859703;79,58166983619026;80,7817228644671;0,9881404242277717;[37 21];"[[0,04 0,32]  [0,46 0,1 ]  [0,79 0,34]]"
92;[[37, 21], [37], [37, 21], [37, 21], [21]];[[[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]], [[0,04], [0,46], [0,79]], [[0,04, 0,32], [0,46, 0,2], [0,79, 0,34]], [[0,04, 0,32], [0,46, 0,1], [0,0, 0,34]], [[0,32], [0,1], [0,34]]];[80,74009413 78,64331234 80,53018795 80,71562224 80,24772958];[0,64953394 0,30933774 0,5041474  0,37071195 1,79950247];80,1753892469057;78,64331234463766;80,74009412825149;0,6495339413876067;[37 21];"[[0,04 0,32]  [0,46 0,1 ]  [0,79 0,34]]"
93;[[37, 21], [21], [37, 0], [37, 21], [37, 21]];[[[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]], [[0,32], [0,1], [0,34]], [[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,32], [0,46, 0,17], [0,79, 0,34]], [[0,69, 0,32], [0,46, 0,1], [0,79, 0,34]]];[81,01200955 78,50336366 78,47838631 79,74214381 80,54539962];[0,58830688 3,56179454 0,61081601 1,51101403 0,79772622];79,65626058921677;78,47838631050912;81,01200955063857;0,5883068824699649;[37 21];"[[0,04 0,32]  [0,46 0,1 ]  [0,79 0,34]]"
94;[[37, 21], [37, 3, 21], [21], [37], [37, 21]];[[[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,79, 0,32], [0,46, 0,18, 0,1], [0,79, 0,37, 0,34]], [[0,32], [0,1], [0,34]], [[0,04], [0,46], [0,79]], [[0,04, 0,32], [0,46, 0,1], [0,79, 0,12]]];[81,29139377 79,6216399  80,36425439 78,80225613 80,00080136];[0,75393041 0,55588008 1,40287528 1,43181916 0,71849839];80,01606911099486;78,80225613203864;81,29139377179946;0,7539304099346195;[37 21];"[[0,04 0,32]  [0,46 0,1 ]  [0,79 0,34]]"
95;[[37, 21], [37], [37, 21], [37, 21], [37, 21]];[[[0,04, 0,32], [0,46, 0,1], [0,79, 0,34]], [[0,04], [0,46], [0,79]], [[0,04, 0,54], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,32], [0,68, 0,1], [0,79, 0,34]]];[80,48896717 78,47368604 80,3193265  80,49472988 78,95725849];[0,50677818 0,95921298 2,13232984 0,53762451 2,11907254];79,74679361763984;78,4736860413769;80,49472988397793;0,5376245107165359;[37 21];"[[0,04 0,81]  [0,46 0,1 ]  [0,79 0,34]]"
96;[[37, 21], [26, 21], [37, 21], [37, 11], [20, 21]];[[[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,81], [0,46, 0,1], [0,9, 0,34]], [[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]]];[79,64607017 79,77836466 80,33959146 79,40318511 80,34827873];[1,39102147 1,13946734 0,6309665  0,97313963 1,27036562];79,90309802823616;79,40318510848454;80,34827873409208;1,27036562436236;[20 21];"[[0,04 0,81]  [0,46 0,1 ]  [0,79 0,34]]"
97;[[20, 21], [21], [20, 21], [20, 21], [20, 21]];[[[0,04, 0,81], [0,46, 0,1], [0,79, 0,34]], [[0,81], [0,1], [0,34]], [[0,04, 0,5], [0,46, 0,1], [0,79, 0,34]], [[0,04, 0,81], [0,85, 0,1], [0,79, 0,34]], [[0,04, 0,87], [0,46, 0,1], [0,79, 0,34]]];[80,96071786 80,64253063 80,10553028 81,1400506  81,04622014];[0,64108825 1,44599184 0,5009156  1,40251512 1,08252334];80,7790099041754;80,10553028111535;81,140050603849;1,4025151170259245;[20 21];"[[0,04 0,81]  [0,85 0,1 ]  [0,79 0,34]]"
98;[[20, 21], [21], [32, 21], [20, 34, 21], [20, 21]];[[[0,04, 0,81], [0,85, 0,1], [0,79, 0,34]], [[0,81], [0,1], [0,34]], [[0,04, 0,81], [0,85, 0,1], [0,79, 0,34]], [[0,04, 0,71, 0,81], [0,85, 0,8, 0,1], [0,79, 0,73, 0,34]], [[0,04, 0,81], [0,85, 0,1], [0,79, 0,55]]];[80,2992362  79,90365145 78,89326703 79,92323747 80,74437106];[1,06541992 2,05238074 1,78764184 0,91142434 1,15824773];79,95275264375847;78,89326703012158;80,74437105979285;1,1582477336720456;[20 21];"[[0,04 0,81]  [0,85 0,1 ]  [0,79 0,55]]"
99;[[20, 21], [20, 21], [20, 29], [17, 21], [20, 21]];[[[0,04, 0,81], [0,85, 0,1], [0,79, 0,55]], [[0,04, 0,81], [0,85, 0,1], [0,74, 0,55]], [[0,04, 0,81], [0,85, 0,1], [0,79, 0,55]], [[0,04, 0,81], [0,85, 0,1], [0,79, 0,55]], [[0,04, 0,81], [0,85, 0,01], [0,79, 0,55]]];[80,2819249  78,62078542 78,90751454 81,00478329 81,02645612];[1,03809218 2,32429249 1,00189112 0,62725283 0,56465795];79,96829285430003;78,62078542206078;81,02645611641442;0,5646579472581219;[20 21];"[[0,04 0,81]  [0,85 0,01]  [0,79 0,55]]"
